state,climate_zone,activity_type,land_size_hectares,project_age_years,avg_rainfall_mm,forest_cover_pct,soil_organic_carbon,estimated_carbon_credits_tco2e
Sikkim,Subtropical,Reforestation,190.53,9,2700,47.3,High,3879.07
Himachal Pradesh,Subtropical,Regenerative Agriculture,299.59,10,1600,27.1,Medium,820.34
Chhattisgarh,Humid Subtropical,Reforestation,236.09,4,1400,41.1,Medium,1370.1
Sikkim,Subtropical,Regenerative Agriculture,27.72,1,2700,47.3,High,64.69
Jharkhand,Humid Subtropical,Afforestation,204.43,2,1300,29.6,Medium,617.21
Gujarat,Arid,Reforestation,134.18,1,800,7.6,Low,104.02
Goa,Tropical Wet,Reforestation,106.17,9,2900,60.0,High,2490.7
Uttar Pradesh,Humid Subtropical,Afforestation,474.33,9,1000,6.1,Medium,2277.99
Karnataka,Tropical Dry,Regenerative Agriculture,136.84,10,1300,20.1,Medium,245.45
Jharkhand,Humid Subtropical,Afforestation,289.66,8,1300,29.6,Medium,1452.04
Tripura,Tropical Wet,Afforestation,237.49,4,2200,73.7,Medium,1886.4
Punjab,Humid Subtropical,Regenerative Agriculture,291.21,5,700,3.6,Medium,251.03
Bihar,Humid Subtropical,Reforestation,148.05,2,1100,7.7,Medium,472.81
Rajasthan,Arid,Reforestation,41.87,1,500,4.8,Very Low,29.21
Sikkim,Subtropical,Reforestation,231.01,9,2700,47.3,High,4539.1
Rajasthan,Arid,Afforestation,329.51,2,500,4.8,Very Low,213.63
Assam,Tropical Wet,Reforestation,305.0,3,2700,34.2,Medium,3812.66
Uttar Pradesh,Humid Subtropical,Reforestation,22.23,5,1000,6.1,Medium,86.42
West Bengal,Humid Subtropical,Reforestation,116.82,2,1750,18.9,Medium,607.06
Tripura,Tropical Wet,Regenerative Agriculture,95.5,5,2200,73.7,Medium,293.52
Jharkhand,Humid Subtropical,Afforestation,153.38,3,1300,29.6,Medium,503.32
Sikkim,Subtropical,Afforestation,162.15,4,2700,47.3,High,1470.39
Bihar,Humid Subtropical,Regenerative Agriculture,17.62,7,1100,7.7,Medium,24.77
Sikkim,Subtropical,Afforestation,220.37,5,2700,47.3,High,2182.38
Kerala,Tropical Wet,Reforestation,143.07,6,3000,52.3,High,2522.85
Goa,Tropical Wet,Afforestation,263.47,7,2900,60.0,High,3635.08
Manipur,Subtropical,Regenerative Agriculture,137.02,3,1500,74.3,Medium,194.47
Sikkim,Subtropical,Reforestation,35.09,1,2700,47.3,High,348.85
Tamil Nadu,Tropical Dry,Reforestation,73.23,3,1000,17.4,Medium,223.44
Maharashtra,Tropical Dry,Regenerative Agriculture,95.27,5,1100,16.5,Medium,98.68
Rajasthan,Arid,Afforestation,487.89,9,500,4.8,Very Low,581.15
Mizoram,Tropical Wet,Afforestation,372.28,9,2500,84.5,High,5816.29
Himachal Pradesh,Subtropical,Regenerative Agriculture,145.65,10,1600,27.1,Medium,390.51
Assam,Tropical Wet,Afforestation,96.8,8,2700,34.2,Medium,1223.53
Maharashtra,Tropical Dry,Regenerative Agriculture,157.09,8,1100,16.5,Medium,210.29
Jharkhand,Humid Subtropical,Afforestation,388.92,4,1300,29.6,Medium,1417.48
West Bengal,Humid Subtropical,Regenerative Agriculture,60.6,5,1750,18.9,Medium,111.38
Himachal Pradesh,Subtropical,Reforestation,108.26,7,1600,27.1,Medium,888.57
Arunachal Pradesh,Subtropical,Reforestation,312.09,10,2800,79.3,High,6523.56
Tripura,Tropical Wet,Reforestation,53.52,7,2200,73.7,Medium,804.75
Rajasthan,Arid,Afforestation,57.87,10,500,4.8,Very Low,75.44
Sikkim,Subtropical,Reforestation,179.18,9,2700,47.3,High,3553.75
Rajasthan,Arid,Reforestation,362.4,2,500,4.8,Very Low,274.26
Rajasthan,Arid,Reforestation,152.37,6,500,4.8,Very Low,174.25
Kerala,Tropical Wet,Afforestation,356.65,1,3000,52.3,High,2630.53
Odisha,Humid Subtropical,Regenerative Agriculture,28.98,7,1500,33.2,Medium,56.44
Chhattisgarh,Humid Subtropical,Regenerative Agriculture,144.88,10,1400,41.1,Medium,322.26
Maharashtra,Tropical Dry,Afforestation,128.12,1,1100,16.5,Medium,256.7
Goa,Tropical Wet,Afforestation,68.69,9,2900,60.0,High,1099.8
Telangana,Tropical Dry,Afforestation,240.94,9,950,24.0,Low,725.1
Assam,Tropical Wet,Afforestation,284.59,2,2700,34.2,Medium,2125.87
West Bengal,Humid Subtropical,Afforestation,181.52,3,1750,18.9,Medium,810.61
Sikkim,Subtropical,Afforestation,154.95,3,2700,47.3,High,1248.51
Assam,Tropical Wet,Regenerative Agriculture,209.09,10,2700,34.2,Medium,1099.79
Mizoram,Tropical Wet,Afforestation,57.02,10,2500,84.5,High,952.76
Tripura,Tropical Wet,Regenerative Agriculture,228.12,4,2200,73.7,Medium,579.66
Gujarat,Arid,Afforestation,305.62,5,800,7.6,Low,326.23
Uttarakhand,Subtropical,Reforestation,367.25,5,1800,45.4,High,3725.13
Punjab,Humid Subtropical,Afforestation,58.23,4,700,3.6,Medium,152.49
Rajasthan,Arid,Reforestation,188.42,8,500,4.8,Very Low,245.79
Arunachal Pradesh,Subtropical,Regenerative Agriculture,224.3,8,2800,79.3,High,1023.24
Odisha,Humid Subtropical,Regenerative Agriculture,134.8,5,1500,33.2,Medium,215.43
Tamil Nadu,Tropical Dry,Reforestation,367.62,1,1000,17.4,Medium,923.91
Madhya Pradesh,Humid Subtropical,Reforestation,370.98,7,1200,25.1,Medium,2054.97
Bihar,Humid Subtropical,Reforestation,278.3,3,1100,7.7,Medium,1013.1
Madhya Pradesh,Humid Subtropical,Reforestation,340.29,6,1200,25.1,Medium,1807.96
Goa,Tropical Wet,Regenerative Agriculture,51.56,7,2900,60.0,High,248.62
Kerala,Tropical Wet,Regenerative Agriculture,166.7,8,3000,52.3,High,801.82
Odisha,Humid Subtropical,Afforestation,227.47,1,1500,33.2,Medium,718.36
Sikkim,Subtropical,Reforestation,138.49,9,2700,47.3,High,2611.37
Telangana,Tropical Dry,Reforestation,187.3,5,950,24.0,Low,562.2
Uttar Pradesh,Humid Subtropical,Afforestation,405.68,7,1000,6.1,Medium,1683.71
Maharashtra,Tropical Dry,Reforestation,165.82,7,1100,16.5,Medium,781.76
Nagaland,Tropical Wet,Regenerative Agriculture,56.69,7,2000,73.9,High,215.2
Goa,Tropical Wet,Afforestation,208.88,7,2900,60.0,High,2910.24
Maharashtra,Tropical Dry,Reforestation,351.36,7,1100,16.5,Medium,1626.0
Haryana,Humid Subtropical,Reforestation,358.55,3,600,3.6,Low,818.79
Mizoram,Tropical Wet,Afforestation,389.1,3,2500,84.5,High,3639.82
Manipur,Subtropical,Afforestation,480.32,6,1500,74.3,Medium,2700.46
Himachal Pradesh,Subtropical,Reforestation,341.33,9,1600,27.1,Medium,3154.09
Punjab,Humid Subtropical,Regenerative Agriculture,273.44,2,700,3.6,Medium,171.69
Gujarat,Arid,Reforestation,169.08,2,800,7.6,Low,161.76
Telangana,Tropical Dry,Regenerative Agriculture,155.49,2,950,24.0,Low,93.01
Andhra Pradesh,Tropical Dry,Reforestation,134.07,1,900,23.0,Low,256.58
Himachal Pradesh,Subtropical,Afforestation,439.66,3,1600,27.1,Medium,1914.26
Punjab,Humid Subtropical,Reforestation,90.76,5,700,3.6,Medium,306.18
Gujarat,Arid,Regenerative Agriculture,185.07,4,800,7.6,Low,56.03
Sikkim,Subtropical,Regenerative Agriculture,243.5,5,2700,47.3,High,863.63
Meghalaya,Tropical Wet,Regenerative Agriculture,270.25,4,2800,76.3,High,989.13
Karnataka,Tropical Dry,Reforestation,211.3,1,1300,20.1,Medium,635.6
Meghalaya,Tropical Wet,Reforestation,63.27,3,2800,76.3,High,896.81
Manipur,Subtropical,Afforestation,219.89,3,1500,74.3,Medium,907.1
Bihar,Humid Subtropical,Regenerative Agriculture,77.54,9,1100,7.7,Medium,116.15
Meghalaya,Tropical Wet,Regenerative Agriculture,263.22,8,2800,76.3,High,1328.8
Rajasthan,Arid,Reforestation,238.65,7,500,4.8,Very Low,304.42
Sikkim,Subtropical,Regenerative Agriculture,107.26,8,2700,47.3,High,471.27
Manipur,Subtropical,Afforestation,287.43,10,1500,74.3,Medium,2044.38
Madhya Pradesh,Humid Subtropical,Reforestation,302.0,6,1200,25.1,Medium,1563.64
Punjab,Humid Subtropical,Regenerative Agriculture,186.86,3,700,3.6,Medium,131.93
Mizoram,Tropical Wet,Afforestation,176.55,1,2500,84.5,High,1339.27
Madhya Pradesh,Humid Subtropical,Reforestation,115.86,1,1200,25.1,Medium,382.99
Gujarat,Arid,Reforestation,131.19,2,800,7.6,Low,118.85
Madhya Pradesh,Humid Subtropical,Reforestation,86.59,4,1200,25.1,Medium,395.79
Bihar,Humid Subtropical,Regenerative Agriculture,280.06,7,1100,7.7,Medium,386.11
Tamil Nadu,Tropical Dry,Regenerative Agriculture,130.25,4,1000,17.4,Medium,118.01
Bihar,Humid Subtropical,Regenerative Agriculture,138.89,1,1100,7.7,Medium,107.63
Mizoram,Tropical Wet,Regenerative Agriculture,202.73,8,2500,84.5,High,1015.45
Goa,Tropical Wet,Reforestation,119.92,10,2900,60.0,High,2937.97
Nagaland,Tropical Wet,Regenerative Agriculture,72.78,10,2000,73.9,High,324.98
Rajasthan,Arid,Afforestation,311.6,9,500,4.8,Very Low,382.58
Arunachal Pradesh,Subtropical,Reforestation,82.44,1,2800,79.3,High,788.24
Meghalaya,Tropical Wet,Afforestation,86.56,1,2800,76.3,High,681.19
Nagaland,Tropical Wet,Afforestation,217.43,7,2000,73.9,High,2355.2
Tripura,Tropical Wet,Regenerative Agriculture,203.65,8,2200,73.7,Medium,768.5
Arunachal Pradesh,Subtropical,Reforestation,160.08,1,2800,79.3,High,1492.95
Tripura,Tropical Wet,Regenerative Agriculture,77.72,4,2200,73.7,Medium,220.97
Mizoram,Tropical Wet,Afforestation,145.59,2,2500,84.5,High,1230.53
Nagaland,Tropical Wet,Regenerative Agriculture,264.43,8,2000,73.9,High,1043.91
Punjab,Humid Subtropical,Regenerative Agriculture,243.83,4,700,3.6,Medium,192.62
Madhya Pradesh,Humid Subtropical,Reforestation,214.64,5,1200,25.1,Medium,1018.57
Manipur,Subtropical,Afforestation,354.4,1,1500,74.3,Medium,1168.59
Punjab,Humid Subtropical,Afforestation,222.55,7,700,3.6,Medium,725.48
Bihar,Humid Subtropical,Afforestation,483.05,4,1100,7.7,Medium,1681.26
Maharashtra,Tropical Dry,Afforestation,89.19,10,1100,16.5,Medium,392.48
Rajasthan,Arid,Afforestation,332.73,5,500,4.8,Very Low,304.5
Maharashtra,Tropical Dry,Afforestation,16.17,9,1100,16.5,Medium,63.22
Uttar Pradesh,Humid Subtropical,Afforestation,312.27,10,1000,6.1,Medium,1627.62
Meghalaya,Tropical Wet,Regenerative Agriculture,295.05,9,2800,76.3,High,1572.42
Chhattisgarh,Humid Subtropical,Regenerative Agriculture,204.97,9,1400,41.1,Medium,415.1
Nagaland,Tropical Wet,Reforestation,80.05,6,2000,73.9,High,1129.06
Meghalaya,Tropical Wet,Afforestation,247.89,8,2800,76.3,High,3498.49
Haryana,Humid Subtropical,Afforestation,135.93,9,600,3.6,Low,449.35
Jharkhand,Humid Subtropical,Regenerative Agriculture,37.84,6,1300,29.6,Medium,55.05
Jharkhand,Humid Subtropical,Afforestation,26.12,4,1300,29.6,Medium,96.54
Sikkim,Subtropical,Reforestation,396.93,10,2700,47.3,High,8277.81
Tripura,Tropical Wet,Reforestation,274.5,9,2200,73.7,Medium,4744.24
Tripura,Tropical Wet,Afforestation,272.19,1,2200,73.7,Medium,1573.86
Uttarakhand,Subtropical,Reforestation,136.1,4,1800,45.4,High,1298.43
Telangana,Tropical Dry,Afforestation,211.41,10,950,24.0,Low,685.63
Meghalaya,Tropical Wet,Regenerative Agriculture,223.43,1,2800,76.3,High,600.28
Goa,Tropical Wet,Afforestation,68.43,6,2900,60.0,High,860.84
Chhattisgarh,Humid Subtropical,Reforestation,337.54,4,1400,41.1,Medium,1926.3
Karnataka,Tropical Dry,Regenerative Agriculture,283.76,3,1300,20.1,Medium,300.51
Goa,Tropical Wet,Regenerative Agriculture,219.95,4,2900,60.0,High,783.67
Assam,Tropical Wet,Reforestation,315.36,6,2700,34.2,Medium,4938.77
Gujarat,Arid,Regenerative Agriculture,266.93,10,800,7.6,Low,127.68
Tamil Nadu,Tropical Dry,Reforestation,113.72,10,1000,17.4,Medium,596.5
Himachal Pradesh,Subtropical,Afforestation,253.1,3,1600,27.1,Medium,1119.6
Odisha,Humid Subtropical,Regenerative Agriculture,178.9,6,1500,33.2,Medium,306.57
Telangana,Tropical Dry,Reforestation,357.18,9,950,24.0,Low,1500.63
Chhattisgarh,Humid Subtropical,Reforestation,276.67,6,1400,41.1,Medium,1823.87
Gujarat,Arid,Reforestation,159.4,5,800,7.6,Low,191.49
Mizoram,Tropical Wet,Regenerative Agriculture,291.17,9,2500,84.5,High,1526.97
Maharashtra,Tropical Dry,Regenerative Agriculture,266.11,6,1100,16.5,Medium,299.11
Assam,Tropical Wet,Reforestation,237.65,7,2700,34.2,Medium,4143.81
Arunachal Pradesh,Subtropical,Reforestation,89.93,7,2800,79.3,High,1569.62
Odisha,Humid Subtropical,Regenerative Agriculture,209.37,3,1500,33.2,Medium,284.86
Rajasthan,Arid,Afforestation,181.5,7,500,4.8,Very Low,198.99
West Bengal,Humid Subtropical,Reforestation,327.63,5,1750,18.9,Medium,2231.22
Karnataka,Tropical Dry,Afforestation,458.91,1,1300,20.1,Medium,1106.25
Goa,Tropical Wet,Regenerative Agriculture,151.53,2,2900,60.0,High,440.86
Manipur,Subtropical,Reforestation,312.85,9,1500,74.3,Medium,3194.38
Andhra Pradesh,Tropical Dry,Afforestation,133.48,4,900,23.0,Low,260.47
Karnataka,Tropical Dry,Regenerative Agriculture,48.69,1,1300,20.1,Medium,39.13
Maharashtra,Tropical Dry,Regenerative Agriculture,19.79,3,1100,16.5,Medium,17.21
Madhya Pradesh,Humid Subtropical,Afforestation,91.01,9,1200,25.1,Medium,454.82
Uttarakhand,Subtropical,Regenerative Agriculture,97.32,10,1800,45.4,High,356.87
Jharkhand,Humid Subtropical,Regenerative Agriculture,149.42,8,1300,29.6,Medium,260.66
Kerala,Tropical Wet,Afforestation,344.54,1,3000,52.3,High,2651.16
Jharkhand,Humid Subtropical,Reforestation,350.44,7,1300,29.6,Medium,2241.58
Maharashtra,Tropical Dry,Afforestation,11.82,2,1100,16.5,Medium,25.59
Uttarakhand,Subtropical,Afforestation,271.11,7,1800,45.4,High,2105.15
Assam,Tropical Wet,Regenerative Agriculture,26.15,3,2700,34.2,Medium,75.91
Tamil Nadu,Tropical Dry,Afforestation,345.88,7,1000,17.4,Medium,1125.36
Telangana,Tropical Dry,Reforestation,83.74,2,950,24.0,Low,186.58
Uttarakhand,Subtropical,Afforestation,392.68,9,1800,45.4,High,3708.12
Odisha,Humid Subtropical,Afforestation,139.89,6,1500,33.2,Medium,705.29
Kerala,Tropical Wet,Reforestation,191.63,1,3000,52.3,High,2204.34
Odisha,Humid Subtropical,Regenerative Agriculture,19.47,4,1500,33.2,Medium,28.83
Madhya Pradesh,Humid Subtropical,Reforestation,21.01,4,1200,25.1,Medium,93.12
Maharashtra,Tropical Dry,Reforestation,132.0,5,1100,16.5,Medium,543.42
Goa,Tropical Wet,Reforestation,211.74,1,2900,60.0,High,2279.1
Haryana,Humid Subtropical,Afforestation,414.87,5,600,3.6,Low,1010.04
Punjab,Humid Subtropical,Reforestation,192.5,4,700,3.6,Medium,559.41
Uttar Pradesh,Humid Subtropical,Reforestation,48.05,2,1000,6.1,Medium,148.23
Gujarat,Arid,Regenerative Agriculture,291.17,5,800,7.6,Low,98.65
Meghalaya,Tropical Wet,Reforestation,181.35,10,2800,76.3,High,4536.63
Bihar,Humid Subtropical,Afforestation,76.98,4,1100,7.7,Medium,271.88
West Bengal,Humid Subtropical,Afforestation,153.24,2,1750,18.9,Medium,642.82
Karnataka,Tropical Dry,Regenerative Agriculture,166.08,1,1300,20.1,Medium,136.76
Maharashtra,Tropical Dry,Regenerative Agriculture,239.66,7,1100,16.5,Medium,291.28
Bihar,Humid Subtropical,Reforestation,99.6,4,1100,7.7,Medium,399.64
Punjab,Humid Subtropical,Reforestation,39.69,9,700,3.6,Medium,172.17
Mizoram,Tropical Wet,Reforestation,324.69,4,2500,84.5,High,4748.08
Odisha,Humid Subtropical,Regenerative Agriculture,275.4,9,1500,33.2,Medium,603.02
Uttar Pradesh,Humid Subtropical,Afforestation,275.63,7,1000,6.1,Medium,1180.31
Goa,Tropical Wet,Reforestation,375.75,6,2900,60.0,High,6647.2
Rajasthan,Arid,Reforestation,347.62,8,500,4.8,Very Low,430.66
West Bengal,Humid Subtropical,Afforestation,186.6,7,1750,18.9,Medium,1150.86
Madhya Pradesh,Humid Subtropical,Reforestation,350.88,7,1200,25.1,Medium,1959.17
Himachal Pradesh,Subtropical,Reforestation,264.54,5,1600,27.1,Medium,1874.23
Assam,Tropical Wet,Regenerative Agriculture,275.07,7,2700,34.2,Medium,1131.76
Karnataka,Tropical Dry,Afforestation,36.31,4,1300,20.1,Medium,118.97
Madhya Pradesh,Humid Subtropical,Afforestation,334.26,4,1200,25.1,Medium,1150.81
Nagaland,Tropical Wet,Reforestation,174.83,5,2000,73.9,High,2268.65
Jharkhand,Humid Subtropical,Afforestation,325.04,4,1300,29.6,Medium,1170.0
Madhya Pradesh,Humid Subtropical,Regenerative Agriculture,38.83,4,1200,25.1,Medium,48.11
Himachal Pradesh,Subtropical,Reforestation,219.44,5,1600,27.1,Medium,1588.39
Manipur,Subtropical,Reforestation,162.26,7,1500,74.3,Medium,1396.0
Madhya Pradesh,Humid Subtropical,Afforestation,452.08,4,1200,25.1,Medium,1514.17
Sikkim,Subtropical,Regenerative Agriculture,43.6,9,2700,47.3,High,209.28
West Bengal,Humid Subtropical,Afforestation,252.37,8,1750,18.9,Medium,1722.47
Karnataka,Tropical Dry,Regenerative Agriculture,15.3,8,1300,20.1,Medium,23.79
Manipur,Subtropical,Reforestation,53.91,5,1500,74.3,Medium,389.82
Uttar Pradesh,Humid Subtropical,Reforestation,98.35,5,1000,6.1,Medium,388.75
Maharashtra,Tropical Dry,Reforestation,309.55,8,1100,16.5,Medium,1518.65
Manipur,Subtropical,Reforestation,165.49,10,1500,74.3,Medium,1757.6
Arunachal Pradesh,Subtropical,Reforestation,205.66,7,2800,79.3,High,3434.84
Punjab,Humid Subtropical,Afforestation,145.91,3,700,3.6,Medium,361.1
Nagaland,Tropical Wet,Reforestation,163.46,3,2000,73.9,High,1808.92
Gujarat,Arid,Reforestation,357.81,3,800,7.6,Low,372.97
Odisha,Humid Subtropical,Reforestation,115.51,9,1500,33.2,Medium,1074.97
Madhya Pradesh,Humid Subtropical,Regenerative Agriculture,262.86,6,1200,25.1,Medium,370.15
Chhattisgarh,Humid Subtropical,Afforestation,470.91,3,1400,41.1,Medium,1638.74
Karnataka,Tropical Dry,Reforestation,367.15,9,1300,20.1,Medium,2343.23
Mizoram,Tropical Wet,Reforestation,125.46,10,2500,84.5,High,3071.51
Tamil Nadu,Tropical Dry,Regenerative Agriculture,253.6,8,1000,17.4,Medium,315.31
Tripura,Tropical Wet,Afforestation,375.75,10,2200,73.7,Medium,4737.5
Arunachal Pradesh,Subtropical,Reforestation,109.21,8,2800,79.3,High,1925.79
Chhattisgarh,Humid Subtropical,Afforestation,33.36,5,1400,41.1,Medium,136.1
Meghalaya,Tropical Wet,Regenerative Agriculture,277.64,10,2800,76.3,High,1608.23
Himachal Pradesh,Subtropical,Reforestation,117.5,7,1600,27.1,Medium,1005.98
Bihar,Humid Subtropical,Reforestation,336.83,1,1100,7.7,Medium,1022.69
Tamil Nadu,Tropical Dry,Afforestation,117.03,2,1000,17.4,Medium,244.69
Mizoram,Tropical Wet,Reforestation,269.03,3,2500,84.5,High,3534.4
Nagaland,Tropical Wet,Reforestation,355.02,5,2000,73.9,High,4735.56
Uttarakhand,Subtropical,Regenerative Agriculture,122.25,6,1800,45.4,High,314.22
Himachal Pradesh,Subtropical,Afforestation,461.48,6,1600,27.1,Medium,2630.31
Telangana,Tropical Dry,Regenerative Agriculture,72.15,10,950,24.0,Low,83.25
Nagaland,Tropical Wet,Afforestation,350.86,4,2000,73.9,High,2800.86
Uttar Pradesh,Humid Subtropical,Reforestation,124.39,3,1000,6.1,Medium,420.99
Jharkhand,Humid Subtropical,Regenerative Agriculture,226.86,1,1300,29.6,Medium,204.52
Andhra Pradesh,Tropical Dry,Reforestation,198.39,6,900,23.0,Low,613.4
Himachal Pradesh,Subtropical,Reforestation,261.56,10,1600,27.1,Medium,2639.57
Chhattisgarh,Humid Subtropical,Afforestation,310.38,5,1400,41.1,Medium,1310.8
Assam,Tropical Wet,Afforestation,352.13,3,2700,34.2,Medium,2922.27
Sikkim,Subtropical,Reforestation,132.83,8,2700,47.3,High,2448.0
Meghalaya,Tropical Wet,Regenerative Agriculture,190.41,2,2800,76.3,High,608.46
Madhya Pradesh,Humid Subtropical,Regenerative Agriculture,29.62,8,1200,25.1,Medium,48.88
Tripura,Tropical Wet,Reforestation,231.89,1,2200,73.7,Medium,1877.66
Gujarat,Arid,Regenerative Agriculture,56.81,1,800,7.6,Low,12.36
Himachal Pradesh,Subtropical,Regenerative Agriculture,244.5,1,1600,27.1,Medium,311.28
Uttar Pradesh,Humid Subtropical,Reforestation,351.71,8,1000,6.1,Medium,1812.02
Goa,Tropical Wet,Afforestation,83.86,3,2900,60.0,High,824.01
Haryana,Humid Subtropical,Regenerative Agriculture,190.15,1,600,3.6,Low,86.53
Tripura,Tropical Wet,Afforestation,89.18,7,2200,73.7,Medium,949.0
Bihar,Humid Subtropical,Reforestation,147.02,2,1100,7.7,Medium,505.52
Arunachal Pradesh,Subtropical,Reforestation,297.06,7,2800,79.3,High,4980.53
Bihar,Humid Subtropical,Regenerative Agriculture,190.2,7,1100,7.7,Medium,261.31
Assam,Tropical Wet,Afforestation,275.92,1,2700,34.2,Medium,1731.46
Nagaland,Tropical Wet,Afforestation,95.43,5,2000,73.9,High,843.05
Bihar,Humid Subtropical,Afforestation,250.71,3,1100,7.7,Medium,788.9
West Bengal,Humid Subtropical,Regenerative Agriculture,115.58,10,1750,18.9,Medium,320.24
Jharkhand,Humid Subtropical,Afforestation,38.44,5,1300,29.6,Medium,151.14
West Bengal,Humid Subtropical,Afforestation,168.59,6,1750,18.9,Medium,1000.47
West Bengal,Humid Subtropical,Reforestation,303.89,2,1750,18.9,Medium,1586.47
Mizoram,Tropical Wet,Regenerative Agriculture,34.84,5,2500,84.5,High,133.93
Gujarat,Arid,Regenerative Agriculture,115.96,6,800,7.6,Low,40.47
Punjab,Humid Subtropical,Afforestation,152.81,9,700,3.6,Medium,582.18
Himachal Pradesh,Subtropical,Reforestation,309.36,2,1600,27.1,Medium,1643.34
Chhattisgarh,Humid Subtropical,Regenerative Agriculture,284.3,3,1400,41.1,Medium,369.46
Bihar,Humid Subtropical,Afforestation,214.59,4,1100,7.7,Medium,778.76
Arunachal Pradesh,Subtropical,Regenerative Agriculture,61.74,10,2800,79.3,High,312.32
Sikkim,Subtropical,Regenerative Agriculture,268.1,4,2700,47.3,High,857.59
Sikkim,Subtropical,Afforestation,472.15,5,2700,47.3,High,4577.83
Arunachal Pradesh,Subtropical,Reforestation,101.65,7,2800,79.3,High,1731.08
Nagaland,Tropical Wet,Regenerative Agriculture,171.86,7,2000,73.9,High,655.42
Andhra Pradesh,Tropical Dry,Reforestation,195.21,7,900,23.0,Low,672.26
Madhya Pradesh,Humid Subtropical,Regenerative Agriculture,249.44,9,1200,25.1,Medium,424.69
Jharkhand,Humid Subtropical,Afforestation,93.93,5,1300,29.6,Medium,393.13
Himachal Pradesh,Subtropical,Reforestation,94.02,4,1600,27.1,Medium,626.92
Maharashtra,Tropical Dry,Reforestation,348.64,9,1100,16.5,Medium,1820.1
Odisha,Humid Subtropical,Reforestation,316.69,1,1500,33.2,Medium,1343.04
Tamil Nadu,Tropical Dry,Reforestation,79.44,6,1000,17.4,Medium,291.22
Uttar Pradesh,Humid Subtropical,Reforestation,350.67,3,1000,6.1,Medium,1157.99
Himachal Pradesh,Subtropical,Reforestation,145.34,7,1600,27.1,Medium,1191.86
Jharkhand,Humid Subtropical,Reforestation,328.05,8,1300,29.6,Medium,2199.41
Bihar,Humid Subtropical,Afforestation,291.37,9,1100,7.7,Medium,1524.44
Haryana,Humid Subtropical,Regenerative Agriculture,185.86,6,600,3.6,Low,153.23
